root@comp3134-winter2023:~# tcpdump -i eth0 tcp
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
20:32:36.070942 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 148262244:148262352, ack 3544080981, win 501, length 108
20:32:36.132812 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 118432:118596, ack 73, win 501, length 164
20:32:36.132866 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 118596:118760, ack 73, win 501, length 164
20:32:36.133049 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 118760:118924, ack 73, win 501, length 164
20:32:36.133113 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 118924:119088, ack 73, win 501, length 164
20:32:36.133172 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 119088:119252, ack 73, win 501, length 164
20:32:36.133247 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 114592, win 512, length 0
20:32:36.133247 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 115248, win 510, length 0
20:32:36.133268 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 119252:119416, ack 73, win 501, length 164
20:32:36.133361 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 119416:119796, ack 73, win 501, length 380
20:32:36.133665 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 119796:119960, ack 73, win 501, length 164
20:32:36.133828 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 119960:120124, ack 73, win 501, length 164
20:32:36.133893 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 120124:120288, ack 73, win 501, length 164
20:32:36.133967 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 120288:120452, ack 73, win 501, length 164
20:32:36.134031 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 120452:120616, ack 73, win 501, length 164
20:32:36.134091 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 120616:120780, ack 73, win 501, length 164
20:32:36.134144 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 120780:120944, ack 73, win 501, length 164
20:32:36.134198 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 120944:121108, ack 73, win 501, length 164
20:32:36.134362 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 121108:121272, ack 73, win 501, length 164
20:32:36.134944 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 121272:121436, ack 73, win 501, length 164
20:32:36.135057 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 121436:121600, ack 73, win 501, length 164
20:32:36.135127 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 121600:121764, ack 73, win 501, length 164
20:32:36.135187 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 121764:121928, ack 73, win 501, length 164
20:32:36.135243 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 121928:122092, ack 73, win 501, length 164
20:32:36.135300 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 122092:122256, ack 73, win 501, length 164
20:32:36.135357 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 122256:122420, ack 73, win 501, length 164
20:32:36.135413 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 122420:122584, ack 73, win 501, length 164
20:32:36.135468 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 122584:122748, ack 73, win 501, length 164
20:32:36.135525 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 122748:122912, ack 73, win 501, length 164
20:32:36.135582 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 122912:123076, ack 73, win 501, length 164
20:32:36.135638 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 123076:123240, ack 73, win 501, length 164
20:32:36.135695 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 123240:123404, ack 73, win 501, length 164
20:32:36.136148 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 116136, win 512, length 0
20:32:36.136184 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 123404:123568, ack 73, win 501, length 164
20:32:36.136224 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 118760, win 512, length 0
20:32:36.136224 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 119252, win 510, length 0
20:32:36.136224 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 120288, win 512, length 0
20:32:36.136224 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 120944, win 510, length 0
20:32:36.136259 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 121108, win 509, length 0
20:32:36.136387 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 123568:124380, ack 73, win 501, length 812
20:32:36.136460 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 124380:124544, ack 73, win 501, length 164
20:32:36.136514 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 124544:124708, ack 73, win 501, length 164
20:32:36.136565 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 124708:124872, ack 73, win 501, length 164
20:32:36.136697 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 124872:125036, ack 73, win 501, length 164
20:32:36.136832 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 125036:125200, ack 73, win 501, length 164
20:32:36.136911 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 125200:125364, ack 73, win 501, length 164
20:32:36.136968 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 125364:125528, ack 73, win 501, length 164
20:32:36.137025 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 125528:125692, ack 73, win 501, length 164
20:32:36.137067 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 125692:125856, ack 73, win 501, length 164
20:32:36.137113 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 125856:126020, ack 73, win 501, length 164
20:32:36.137327 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 126020:126184, ack 73, win 501, length 164
20:32:36.137423 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 126184:126348, ack 73, win 501, length 164
20:32:36.137466 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 126348:126512, ack 73, win 501, length 164
20:32:36.137511 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 126512:126676, ack 73, win 501, length 164
20:32:36.137562 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 126676:126840, ack 73, win 501, length 164
20:32:36.137610 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 126840:127004, ack 73, win 501, length 164
20:32:36.137919 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 127004:127168, ack 73, win 501, length 164
20:32:36.138154 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 121436, win 508, length 0
20:32:36.138154 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 123404, win 512, length 0
20:32:36.138197 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 127168:127332, ack 73, win 501, length 164
20:32:36.138346 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 127332:127712, ack 73, win 501, length 380
20:32:36.138876 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 127712:127876, ack 73, win 501, length 164
20:32:36.138989 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 127876:128040, ack 73, win 501, length 164
20:32:36.139130 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 128040:128204, ack 73, win 501, length 164
20:32:36.139205 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 128204:128368, ack 73, win 501, length 164
20:32:36.139244 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 128368:128532, ack 73, win 501, length 164
20:32:36.139282 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 128532:128696, ack 73, win 501, length 164
20:32:36.139318 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 128696:128860, ack 73, win 501, length 164
20:32:36.139393 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 128860:129024, ack 73, win 501, length 164
20:32:36.139451 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 129024:129188, ack 73, win 501, length 164
20:32:36.139494 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 129188:129352, ack 73, win 501, length 164
20:32:36.139531 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 129352:129516, ack 73, win 501, length 164
20:32:36.139568 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 129516:129680, ack 73, win 501, length 164
20:32:36.139607 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 129680:129844, ack 73, win 501, length 164
20:32:36.139747 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 129844:130008, ack 73, win 501, length 164
20:32:36.139822 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 130008:130172, ack 73, win 501, length 164
20:32:36.139862 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 130172:130336, ack 73, win 501, length 164
20:32:36.139899 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 130336:130500, ack 73, win 501, length 164
20:32:36.139949 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 130500:130664, ack 73, win 501, length 164
20:32:36.140209 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 124708, win 512, length 0
20:32:36.140209 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 125200, win 510, length 0
20:32:36.140210 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 126840, win 512, length 0
20:32:36.140236 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 130664:130828, ack 73, win 501, length 164
20:32:36.140329 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 130828:131312, ack 73, win 501, length 484
20:32:36.140388 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 131312:131476, ack 73, win 501, length 164
20:32:36.140445 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 131476:131640, ack 73, win 501, length 164
20:32:36.140497 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 131640:131804, ack 73, win 501, length 164
20:32:36.140551 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 131804:131968, ack 73, win 501, length 164
20:32:36.140608 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 131968:132132, ack 73, win 501, length 164
20:32:36.140664 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 132132:132296, ack 73, win 501, length 164
20:32:36.140720 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 132296:132460, ack 73, win 501, length 164
20:32:36.140773 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 132460:132624, ack 73, win 501, length 164
20:32:36.140846 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 132624:132788, ack 73, win 501, length 164
20:32:36.140898 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 132788:132952, ack 73, win 501, length 164
20:32:36.140951 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 132952:133116, ack 73, win 501, length 164
20:32:36.141004 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 133116:133280, ack 73, win 501, length 164
20:32:36.141058 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 133280:133444, ack 73, win 501, length 164
20:32:36.141118 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 133444:133608, ack 73, win 501, length 164
20:32:36.141289 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 133608:133772, ack 73, win 501, length 164
20:32:36.141359 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 133772:133936, ack 73, win 501, length 164
20:32:36.141443 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 133936:134100, ack 73, win 501, length 164
20:32:36.141501 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 134100:134264, ack 73, win 501, length 164
20:32:36.141552 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 134264:134428, ack 73, win 501, length 164
20:32:36.141604 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 134428:134592, ack 73, win 501, length 164
20:32:36.141673 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 134592:134756, ack 73, win 501, length 164
20:32:36.141724 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 134756:134920, ack 73, win 501, length 164
20:32:36.141796 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 134920:135084, ack 73, win 501, length 164
20:32:36.141817 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 127332, win 510, length 0
20:32:36.141817 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 127876, win 508, length 0
20:32:36.141817 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 129680, win 512, length 0
20:32:36.141851 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 130828, win 508, length 0
20:32:36.141927 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 135084:135680, ack 73, win 501, length 596
20:32:36.141991 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 135680:135844, ack 73, win 501, length 164
20:32:36.142032 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 135844:136008, ack 73, win 501, length 164
20:32:36.142071 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 136008:136172, ack 73, win 501, length 164
20:32:36.142109 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 136172:136336, ack 73, win 501, length 164
20:32:36.142147 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 136336:136500, ack 73, win 501, length 164
20:32:36.142185 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 136500:136664, ack 73, win 501, length 164
20:32:36.142223 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 136664:136828, ack 73, win 501, length 164
20:32:36.142265 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 136828:136992, ack 73, win 501, length 164
20:32:36.142317 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 136992:137156, ack 73, win 501, length 164
20:32:36.142359 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 137156:137320, ack 73, win 501, length 164
20:32:36.142597 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 137320:137484, ack 73, win 501, length 164
20:32:36.142675 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 137484:137648, ack 73, win 501, length 164
20:32:36.142718 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 137648:137812, ack 73, win 501, length 164
20:32:36.142757 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 137812:137976, ack 73, win 501, length 164
20:32:36.142808 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 137976:138140, ack 73, win 501, length 164
20:32:36.142869 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 138140:138304, ack 73, win 501, length 164
20:32:36.142930 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 138304:138468, ack 73, win 501, length 164
20:32:36.142985 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 138468:138632, ack 73, win 501, length 164
20:32:36.143032 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 138632:138796, ack 73, win 501, length 164
20:32:36.143084 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 138796:138960, ack 73, win 501, length 164
20:32:36.143140 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 138960:139124, ack 73, win 501, length 164
20:32:36.143195 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 139124:139288, ack 73, win 501, length 164
20:32:36.143251 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 139288:139452, ack 73, win 501, length 164
20:32:36.143346 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 132460, win 512, length 0
20:32:36.143369 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 139452:139616, ack 73, win 501, length 164
20:32:36.143440 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 139616:139884, ack 73, win 501, length 268
20:32:36.143491 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 139884:140048, ack 73, win 501, length 164
20:32:36.143553 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 140048:140212, ack 73, win 501, length 164
20:32:36.143589 IP 198.96.84.224.50620 > comp3134-winter2023.ssh: Flags [.], ack 134428, win 512, length 0
20:32:36.143637 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 140212:140480, ack 73, win 501, length 268
20:32:36.143690 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 140480:140644, ack 73, win 501, length 164
20:32:36.143769 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 140644:140808, ack 73, win 501, length 164
20:32:36.143825 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 140808:140972, ack 73, win 501, length 164
20:32:36.143865 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 140972:141136, ack 73, win 501, length 164
20:32:36.143902 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 141136:141300, ack 73, win 501, length 164
20:32:36.143940 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 141300:141464, ack 73, win 501, length 164
20:32:36.144006 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 141464:141628, ack 73, win 501, length 164
20:32:36.144057 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 141628:141792, ack 73, win 501, length 164
20:32:36.144108 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 141792:141956, ack 73, win 501, length 164
20:32:36.144158 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 141956:142120, ack 73, win 501, length 164
20:32:36.144205 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 142120:142284, ack 73, win 501, length 164
20:32:36.144243 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 142284:142448, ack 73, win 501, length 164
20:32:36.144283 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 142448:142612, ack 73, win 501, length 164
20:32:36.144323 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 142612:142776, ack 73, win 501, length 164
20:32:36.144361 IP comp3134-winter2023.ssh > 198.96.84.224.50620: Flags [P.], seq 142776:142940, ack 73, win 501, length 164
